Company ID,Creative,Email Sent Date
871650,Default Creative,01-Feb-18
956794,Default Creative,01-Feb-18
492594,Default Creative,01-Feb-18
431039,Default Creative,01-Feb-18
855797,Default Creative,01-Feb-18
266602,Default Creative,01-Feb-18
139031,Default Creative,01-Feb-18
21518,Default Creative,01-Feb-18
503739,Default Creative,01-Feb-18
723217,Default Creative,01-Feb-18
299981,Default Creative,01-Feb-18
50954,Default Creative,01-Feb-18
843964,Default Creative,01-Feb-18
650727,Default Creative,01-Feb-18
78985,Default Creative,01-Feb-18
942824,Default Creative,01-Feb-18
865847,Default Creative,01-Feb-18
958821,Default Creative,01-Feb-18
378401,Default Creative,01-Feb-18
57483,Default Creative,01-Feb-18
192946,Default Creative,01-Feb-18
354137,Default Creative,01-Feb-18
397384,Default Creative,01-Feb-18
268624,Default Creative,01-Feb-18
301546,Default Creative,01-Feb-18
136119,Default Creative,01-Feb-18
664551,Default Creative,01-Feb-18
280304,Default Creative,01-Feb-18
100120,Default Creative,01-Feb-18
608481,Default Creative,01-Feb-18
486042,Default Creative,01-Feb-18
364937,Default Creative,01-Feb-18
31389,Default Creative,01-Feb-18
183770,Default Creative,01-Feb-18
812405,Default Creative,01-Feb-18
392631,Default Creative,01-Feb-18
655794,Default Creative,01-Feb-18
17007,Default Creative,01-Feb-18
321567,Default Creative,01-Feb-18
313189,Default Creative,01-Feb-18
607143,Default Creative,01-Feb-18
839278,Default Creative,01-Feb-18
689179,Default Creative,01-Feb-18
325985,Default Creative,01-Feb-18
347246,Default Creative,01-Feb-18
406698,Default Creative,01-Feb-18
463602,Default Creative,01-Feb-18
301246,Default Creative,01-Feb-18
111635,Default Creative,01-Feb-18
404944,Default Creative,01-Feb-18
710444,Default Creative,01-Feb-18
534558,Default Creative,01-Feb-18
742313,Default Creative,01-Feb-18
169748,Default Creative,01-Feb-18
35354,Default Creative,01-Feb-18
398713,Default Creative,01-Feb-18
520827,Default Creative,01-Feb-18
126577,Default Creative,01-Feb-18
949291,Default Creative,01-Feb-18
266874,Default Creative,01-Feb-18
869632,Default Creative,01-Feb-18
19583,Default Creative,01-Feb-18
25124,Default Creative,01-Feb-18
997640,Default Creative,01-Feb-18
615135,Default Creative,01-Feb-18
849502,Default Creative,01-Feb-18
614893,Default Creative,01-Feb-18
64764,Default Creative,01-Feb-18
594290,Default Creative,01-Feb-18
128415,Default Creative,01-Feb-18
19087,Default Creative,01-Feb-18
829553,Default Creative,01-Feb-18
805165,Default Creative,01-Feb-18
270802,Default Creative,01-Feb-18
704840,Default Creative,01-Feb-18
11842,Default Creative,01-Feb-18
50152,Default Creative,01-Feb-18
286251,Default Creative,01-Feb-18
470593,Default Creative,01-Feb-18
412442,Default Creative,01-Feb-18
820648,Default Creative,01-Feb-18
784898,Default Creative,01-Feb-18
124198,Default Creative,01-Feb-18
245415,Default Creative,01-Feb-18
702380,Default Creative,01-Feb-18
491982,Default Creative,01-Feb-18
885566,Default Creative,01-Feb-18
208405,Default Creative,01-Feb-18
882839,Default Creative,01-Feb-18
14195,Default Creative,01-Feb-18
786745,Default Creative,01-Feb-18
315096,Default Creative,01-Feb-18
411735,Default Creative,01-Feb-18
350946,Default Creative,01-Feb-18
386292,Default Creative,01-Feb-18
776222,Default Creative,01-Feb-18
338635,Default Creative,01-Feb-18
321164,Default Creative,01-Feb-18
302691,Default Creative,01-Feb-18
356265,Default Creative,01-Feb-18
899591,Default Creative,01-Feb-18
608919,Default Creative,01-Feb-18
609158,Default Creative,01-Feb-18
78455,Default Creative,01-Feb-18
136075,Default Creative,01-Feb-18
966502,Default Creative,01-Feb-18
886049,Default Creative,01-Feb-18
928702,Default Creative,01-Feb-18
856490,Default Creative,01-Feb-18
626440,Default Creative,01-Feb-18
966949,Default Creative,01-Feb-18
883355,Default Creative,01-Feb-18
862774,Default Creative,01-Feb-18
539627,Default Creative,01-Feb-18
388043,Default Creative,01-Feb-18
859162,Default Creative,01-Feb-18
958655,Default Creative,01-Feb-18
96979,Default Creative,01-Feb-18
788299,Default Creative,01-Feb-18
348655,Default Creative,01-Feb-18
148743,Default Creative,01-Feb-18
618482,Default Creative,01-Feb-18
455660,Default Creative,01-Feb-18
359297,Default Creative,01-Feb-18
860089,Default Creative,01-Feb-18
888259,Default Creative,01-Feb-18
622699,Default Creative,01-Feb-18
973681,Default Creative,01-Feb-18
895040,Default Creative,01-Feb-18
16913,Default Creative,01-Feb-18
523425,Default Creative,01-Feb-18
173293,Default Creative,01-Feb-18
633493,Default Creative,01-Feb-18
366067,Default Creative,01-Feb-18
451497,Default Creative,01-Feb-18
6621,Default Creative,01-Feb-18
465137,Default Creative,01-Feb-18
213470,Default Creative,01-Feb-18
336048,Default Creative,01-Feb-18
695965,Default Creative,01-Feb-18
176702,Default Creative,01-Feb-18
481029,Default Creative,01-Feb-18
1928,Default Creative,01-Feb-18
73946,Default Creative,01-Feb-18
510284,Default Creative,01-Feb-18
671921,Default Creative,01-Feb-18
223588,Default Creative,01-Feb-18
213035,Default Creative,01-Feb-18
875407,Default Creative,01-Feb-18
331129,Default Creative,01-Feb-18
389593,Default Creative,01-Feb-18
680100,Default Creative,01-Feb-18
942116,Default Creative,01-Feb-18
237923,Default Creative,01-Feb-18
695279,Default Creative,01-Feb-18
561438,Default Creative,01-Feb-18
569378,Default Creative,01-Feb-18
690052,Default Creative,01-Feb-18
737990,Default Creative,01-Feb-18
501696,Default Creative,01-Feb-18
413095,Default Creative,01-Feb-18
738170,Default Creative,01-Feb-18
125956,Default Creative,01-Feb-18
455663,Default Creative,01-Feb-18
541832,Default Creative,01-Feb-18
908262,Default Creative,01-Feb-18
3545,Default Creative,01-Feb-18
233972,Default Creative,01-Feb-18
202007,Default Creative,01-Feb-18
856438,Default Creative,01-Feb-18
166789,Default Creative,01-Feb-18
755253,Default Creative,01-Feb-18
494182,Default Creative,01-Feb-18
37035,Default Creative,01-Feb-18
973656,Default Creative,01-Feb-18
590342,Default Creative,01-Feb-18
679169,Default Creative,01-Feb-18
834343,Default Creative,01-Feb-18
269818,Default Creative,01-Feb-18
558299,Default Creative,01-Feb-18
876327,Default Creative,01-Feb-18
234916,Default Creative,01-Feb-18
291076,Default Creative,01-Feb-18
91756,Default Creative,01-Feb-18
738224,Default Creative,01-Feb-18
587059,Default Creative,01-Feb-18
73451,Default Creative,01-Feb-18
257986,Default Creative,01-Feb-18
926465,Default Creative,01-Feb-18
640066,Default Creative,01-Feb-18
998476,Default Creative,01-Feb-18
234107,Default Creative,01-Feb-18
606459,Default Creative,01-Feb-18
532290,Default Creative,01-Feb-18
754567,Default Creative,01-Feb-18
994896,Default Creative,01-Feb-18
624884,Default Creative,01-Feb-18
261214,Default Creative,01-Feb-18
512043,Default Creative,01-Feb-18
61980,Default Creative,01-Feb-18
426301,Default Creative,01-Feb-18
559054,Default Creative,01-Feb-18
847466,Default Creative,01-Feb-18
173036,Default Creative,01-Feb-18
135273,Default Creative,01-Feb-18
849401,Default Creative,01-Feb-18
946948,Default Creative,01-Feb-18
519560,Default Creative,01-Feb-18
832437,Default Creative,01-Feb-18
186201,Default Creative,01-Feb-18
411181,Default Creative,01-Feb-18
72892,Default Creative,01-Feb-18
716456,Default Creative,01-Feb-18
273933,Default Creative,01-Feb-18
719607,Default Creative,01-Feb-18
67107,Default Creative,01-Feb-18
129058,Default Creative,01-Feb-18
458400,Default Creative,01-Feb-18
506808,Default Creative,01-Feb-18
715695,Default Creative,01-Feb-18
786529,Default Creative,01-Feb-18
395775,Default Creative,01-Feb-18
417943,Default Creative,01-Feb-18
959083,Default Creative,01-Feb-18
287581,Default Creative,01-Feb-18
465315,Default Creative,01-Feb-18
962500,Default Creative,01-Feb-18
269574,Default Creative,01-Feb-18
631575,Default Creative,01-Feb-18
132033,Default Creative,01-Feb-18
882574,Default Creative,01-Feb-18
791988,Default Creative,01-Feb-18
17831,Default Creative,01-Feb-18
309958,Default Creative,01-Feb-18
932912,Default Creative,01-Feb-18
933889,Default Creative,01-Feb-18
332297,Default Creative,01-Feb-18
821654,Default Creative,01-Feb-18
395874,Default Creative,01-Feb-18
713711,Default Creative,01-Feb-18
798734,Default Creative,01-Feb-18
99827,Default Creative,01-Feb-18
291421,Default Creative,01-Feb-18
630515,Default Creative,01-Feb-18
175886,Default Creative,01-Feb-18
812756,Default Creative,01-Feb-18
474255,Default Creative,01-Feb-18
275317,Default Creative,01-Feb-18
596762,Default Creative,01-Feb-18
153434,Default Creative,01-Feb-18
957406,Default Creative,01-Feb-18
544615,Default Creative,01-Feb-18
6102,Default Creative,01-Feb-18
270909,Default Creative,01-Feb-18
206120,Default Creative,01-Feb-18
53134,Default Creative,01-Feb-18
964480,Default Creative,01-Feb-18
603236,Default Creative,01-Feb-18
269686,Default Creative,01-Feb-18
512121,Default Creative,01-Feb-18
876,Default Creative,01-Feb-18
128703,Default Creative,01-Feb-18
605481,Default Creative,01-Feb-18
830066,Default Creative,01-Feb-18
403184,Default Creative,01-Feb-18
721873,Default Creative,01-Feb-18
746395,Default Creative,01-Feb-18
608034,Default Creative,01-Feb-18
772320,Default Creative,01-Feb-18
355331,Default Creative,01-Feb-18
120117,Default Creative,01-Feb-18
54368,Default Creative,01-Feb-18
591992,Default Creative,01-Feb-18
111768,Default Creative,01-Feb-18
252673,Default Creative,01-Feb-18
748408,Default Creative,01-Feb-18
306579,Default Creative,01-Feb-18
465475,Default Creative,01-Feb-18
944298,Default Creative,01-Feb-18
115142,Default Creative,01-Feb-18
299316,Default Creative,01-Feb-18
210828,Default Creative,01-Feb-18
972861,Default Creative,01-Feb-18
861138,Default Creative,01-Feb-18
195251,Default Creative,01-Feb-18
526912,Default Creative,01-Feb-18
771372,Default Creative,01-Feb-18
110817,Default Creative,01-Feb-18
344206,Default Creative,01-Feb-18
170296,Default Creative,01-Feb-18
906460,Default Creative,01-Feb-18
471775,Default Creative,01-Feb-18
593999,Default Creative,01-Feb-18
61991,Default Creative,01-Feb-18
768338,Default Creative,01-Feb-18
249690,Default Creative,01-Feb-18
225902,Default Creative,01-Feb-18
900651,Default Creative,01-Feb-18
519896,Default Creative,01-Feb-18
992159,Default Creative,01-Feb-18
406356,Default Creative,01-Feb-18
947293,Default Creative,01-Feb-18
440455,Default Creative,01-Feb-18
64653,Default Creative,01-Feb-18
938350,Default Creative,01-Feb-18
623177,Default Creative,01-Feb-18
613473,Default Creative,01-Feb-18
696282,Default Creative,01-Feb-18
345391,Default Creative,01-Feb-18
992875,Default Creative,01-Feb-18
700195,Default Creative,01-Feb-18
617579,Default Creative,01-Feb-18
27726,Default Creative,01-Feb-18
305973,Default Creative,01-Feb-18
43926,Default Creative,01-Feb-18
182315,Default Creative,01-Feb-18
974760,Default Creative,01-Feb-18
29803,Default Creative,01-Feb-18
553459,Default Creative,01-Feb-18
992302,Default Creative,01-Feb-18
431046,Default Creative,01-Feb-18
752700,Default Creative,01-Feb-18
815386,Default Creative,01-Feb-18
754695,Default Creative,01-Feb-18
309872,Default Creative,01-Feb-18
333740,Default Creative,01-Feb-18
469128,Default Creative,01-Feb-18
723641,Default Creative,01-Feb-18
20692,Default Creative,01-Feb-18
250549,Default Creative,01-Feb-18
459613,Default Creative,01-Feb-18
85614,Default Creative,01-Feb-18
854223,Default Creative,01-Feb-18
528337,Default Creative,01-Feb-18
677063,Default Creative,01-Feb-18
847333,Default Creative,01-Feb-18
695109,Default Creative,01-Feb-18
838435,Default Creative,01-Feb-18
466944,Default Creative,01-Feb-18
768538,Default Creative,01-Feb-18
167843,Default Creative,01-Feb-18
859862,Default Creative,01-Feb-18
374970,Default Creative,01-Feb-18
521117,Default Creative,01-Feb-18
469158,Default Creative,01-Feb-18
38065,Default Creative,01-Feb-18
826886,Default Creative,01-Feb-18
155051,Default Creative,01-Feb-18
304798,Default Creative,01-Feb-18
366015,Default Creative,01-Feb-18
998201,Default Creative,01-Feb-18
797664,Default Creative,01-Feb-18
247568,Default Creative,01-Feb-18
165798,Default Creative,01-Feb-18
252283,Default Creative,01-Feb-18
2385,Default Creative,01-Feb-18
46270,Default Creative,01-Feb-18
248544,Default Creative,01-Feb-18
383968,Default Creative,01-Feb-18
26205,Default Creative,01-Feb-18
508628,Default Creative,01-Feb-18
772409,Default Creative,01-Feb-18
560509,Default Creative,01-Feb-18
45701,Default Creative,01-Feb-18
585266,Default Creative,01-Feb-18
549169,Default Creative,01-Feb-18
112007,Default Creative,01-Feb-18
56375,Default Creative,01-Feb-18
797165,Default Creative,01-Feb-18
597119,Default Creative,01-Feb-18
144106,Default Creative,01-Feb-18
348377,Default Creative,01-Feb-18
648902,Default Creative,01-Feb-18
906094,Default Creative,01-Feb-18
89505,Default Creative,01-Feb-18
398882,Default Creative,01-Feb-18
503457,Default Creative,01-Feb-18
256511,Default Creative,01-Feb-18
287720,Default Creative,01-Feb-18
157002,Default Creative,01-Feb-18
989515,Default Creative,01-Feb-18
210285,Default Creative,01-Feb-18
497813,Default Creative,01-Feb-18
642986,Default Creative,01-Feb-18
499118,Default Creative,01-Feb-18
390014,Default Creative,01-Feb-18
655049,Default Creative,01-Feb-18
245351,Default Creative,01-Feb-18
643963,Default Creative,01-Feb-18
184640,Default Creative,01-Feb-18
157773,Default Creative,01-Feb-18
820132,Default Creative,01-Feb-18
990271,Default Creative,01-Feb-18
18924,Default Creative,01-Feb-18
885638,Default Creative,01-Feb-18
629889,Default Creative,01-Feb-18
959743,Default Creative,01-Feb-18
893364,Default Creative,01-Feb-18
210557,Default Creative,01-Feb-18
110389,Default Creative,01-Feb-18
670248,Default Creative,01-Feb-18
760058,Default Creative,01-Feb-18
190892,Default Creative,01-Feb-18
600148,Default Creative,01-Feb-18
648666,Default Creative,01-Feb-18
904486,Default Creative,01-Feb-18
432659,Default Creative,01-Feb-18
983910,Default Creative,01-Feb-18
580898,Default Creative,01-Feb-18
659186,Default Creative,01-Feb-18
472610,Default Creative,01-Feb-18
61010,Default Creative,01-Feb-18
128002,Default Creative,01-Feb-18
496469,Default Creative,01-Feb-18
69114,Default Creative,01-Feb-18
868255,Default Creative,01-Feb-18
456872,Default Creative,01-Feb-18
409856,Default Creative,01-Feb-18
587266,Default Creative,01-Feb-18
704569,Default Creative,01-Feb-18
436077,Default Creative,01-Feb-18
68280,Default Creative,01-Feb-18
322361,Default Creative,01-Feb-18
331431,Default Creative,01-Feb-18
22137,Default Creative,01-Feb-18
176303,Default Creative,01-Feb-18
750758,Default Creative,01-Feb-18
643185,Default Creative,01-Feb-18
235301,Default Creative,01-Feb-18
138463,Default Creative,01-Feb-18
176525,Default Creative,01-Feb-18
802059,Default Creative,01-Feb-18
637815,Default Creative,01-Feb-18
859815,Default Creative,01-Feb-18
556532,Default Creative,01-Feb-18
511994,Default Creative,01-Feb-18
596940,Default Creative,01-Feb-18
97265,Default Creative,01-Feb-18
205210,Default Creative,01-Feb-18
362238,Default Creative,01-Feb-18
60499,Default Creative,01-Feb-18
249427,Default Creative,01-Feb-18
310640,Default Creative,01-Feb-18
359348,Default Creative,01-Feb-18
311013,Default Creative,01-Feb-18
450432,Default Creative,01-Feb-18
541209,Default Creative,01-Feb-18
662858,Default Creative,01-Feb-18
411326,Default Creative,01-Feb-18
853266,Default Creative,01-Feb-18
35458,Default Creative,01-Feb-18
915697,Default Creative,01-Feb-18
478435,Default Creative,01-Feb-18
117761,Default Creative,01-Feb-18
13633,Default Creative,01-Feb-18
258375,Default Creative,01-Feb-18
741284,Default Creative,01-Feb-18
29069,Default Creative,01-Feb-18
789904,Default Creative,01-Feb-18
818170,Default Creative,01-Feb-18
520828,Default Creative,01-Feb-18
341789,Default Creative,01-Feb-18
924040,Default Creative,01-Feb-18
269998,Default Creative,01-Feb-18
626910,Default Creative,01-Feb-18
855046,Default Creative,01-Feb-18
336158,Default Creative,01-Feb-18
431298,Default Creative,01-Feb-18
456854,Default Creative,01-Feb-18
767172,Default Creative,01-Feb-18
39958,Default Creative,01-Feb-18
331455,Default Creative,01-Feb-18
928694,Default Creative,01-Feb-18
627004,Default Creative,01-Feb-18
30226,Default Creative,01-Feb-18
588505,Default Creative,01-Feb-18
154777,Default Creative,01-Feb-18
248647,Default Creative,01-Feb-18
905008,Default Creative,01-Feb-18
947537,Default Creative,01-Feb-18
268032,Default Creative,01-Feb-18
531394,Default Creative,01-Feb-18
300470,Default Creative,01-Feb-18
43980,Default Creative,01-Feb-18
438303,Default Creative,01-Feb-18
368502,Default Creative,01-Feb-18
488360,Default Creative,01-Feb-18
22040,Default Creative,01-Feb-18
530302,Default Creative,01-Feb-18
16469,Default Creative,01-Feb-18
183402,Default Creative,01-Feb-18
77137,Default Creative,01-Feb-18
752280,Default Creative,01-Feb-18
879814,Default Creative,01-Feb-18
372031,Default Creative,01-Feb-18
925369,Default Creative,01-Feb-18
41203,Default Creative,01-Feb-18
876658,Default Creative,01-Feb-18
81559,Default Creative,01-Feb-18
449188,Default Creative,01-Feb-18
84776,Default Creative,01-Feb-18
357902,Default Creative,01-Feb-18
220935,Default Creative,01-Feb-18
551363,Default Creative,01-Feb-18
831384,Default Creative,01-Feb-18
399634,Default Creative,01-Feb-18
560992,Default Creative,01-Feb-18
638402,Default Creative,01-Feb-18
838394,Default Creative,01-Feb-18
688998,Default Creative,01-Feb-18
978292,Default Creative,01-Feb-18
475906,Default Creative,01-Feb-18
975199,Default Creative,01-Feb-18
653821,Default Creative,01-Feb-18
999891,Default Creative,01-Feb-18
846963,Default Creative,01-Feb-18
56701,Default Creative,01-Feb-18
892433,Default Creative,01-Feb-18
102676,Default Creative,01-Feb-18
508508,Default Creative,01-Feb-18
939388,Default Creative,01-Feb-18
686412,Default Creative,01-Feb-18
467937,Default Creative,01-Feb-18
292594,Default Creative,01-Feb-18
111904,Default Creative,01-Feb-18
622147,Default Creative,01-Feb-18
866339,Default Creative,01-Feb-18
632693,Default Creative,01-Feb-18
577014,Default Creative,01-Feb-18
15113,Default Creative,01-Feb-18
802361,Default Creative,01-Feb-18
773873,Default Creative,01-Feb-18
578275,Default Creative,01-Feb-18
417042,Default Creative,01-Feb-18
775411,Default Creative,01-Feb-18
822677,Default Creative,01-Feb-18
49609,Default Creative,01-Feb-18
645265,Default Creative,01-Feb-18
216869,Default Creative,01-Feb-18
727566,Default Creative,01-Feb-18
960868,Default Creative,01-Feb-18
655029,Default Creative,01-Feb-18
145018,Default Creative,01-Feb-18
807020,Default Creative,01-Feb-18
107743,Default Creative,01-Feb-18
828188,Default Creative,01-Feb-18
749473,Alternative Creative ,01-Mar-18
881504,Alternative Creative ,01-Mar-18
361719,Alternative Creative ,01-Mar-18
89169,Alternative Creative ,01-Mar-18
967396,Alternative Creative ,01-Mar-18
330237,Alternative Creative ,01-Mar-18
708433,Alternative Creative ,01-Mar-18
908228,Alternative Creative ,01-Mar-18
711332,Alternative Creative ,01-Mar-18
600651,Alternative Creative ,01-Mar-18
746742,Alternative Creative ,01-Mar-18
316387,Alternative Creative ,01-Mar-18
366861,Alternative Creative ,01-Mar-18
175495,Alternative Creative ,01-Mar-18
39345,Alternative Creative ,01-Mar-18
460510,Alternative Creative ,01-Mar-18
677135,Alternative Creative ,01-Mar-18
942104,Alternative Creative ,01-Mar-18
231017,Alternative Creative ,01-Mar-18
856824,Alternative Creative ,01-Mar-18
528546,Alternative Creative ,01-Mar-18
759081,Alternative Creative ,01-Mar-18
263680,Alternative Creative ,01-Mar-18
697011,Alternative Creative ,01-Mar-18
689663,Alternative Creative ,01-Mar-18
971098,Alternative Creative ,01-Mar-18
141955,Alternative Creative ,01-Mar-18
956350,Alternative Creative ,01-Mar-18
680239,Alternative Creative ,01-Mar-18
228185,Alternative Creative ,01-Mar-18
252563,Alternative Creative ,01-Mar-18
211783,Alternative Creative ,01-Mar-18
96621,Alternative Creative ,01-Mar-18
573002,Alternative Creative ,01-Mar-18
755683,Alternative Creative ,01-Mar-18
911391,Alternative Creative ,01-Mar-18
807353,Alternative Creative ,01-Mar-18
808405,Alternative Creative ,01-Mar-18
894081,Alternative Creative ,01-Mar-18
157804,Alternative Creative ,01-Mar-18
468735,Alternative Creative ,01-Mar-18
136619,Alternative Creative ,01-Mar-18
172777,Alternative Creative ,01-Mar-18
870366,Alternative Creative ,01-Mar-18
692841,Alternative Creative ,01-Mar-18
107963,Alternative Creative ,01-Mar-18
42979,Alternative Creative ,01-Mar-18
488676,Alternative Creative ,01-Mar-18
821049,Alternative Creative ,01-Mar-18
420318,Alternative Creative ,01-Mar-18
768833,Alternative Creative ,01-Mar-18
322054,Alternative Creative ,01-Mar-18
309567,Alternative Creative ,01-Mar-18
313620,Alternative Creative ,01-Mar-18
620124,Alternative Creative ,01-Mar-18
34563,Alternative Creative ,01-Mar-18
382586,Alternative Creative ,01-Mar-18
66694,Alternative Creative ,01-Mar-18
911403,Alternative Creative ,01-Mar-18
93605,Alternative Creative ,01-Mar-18
257331,Alternative Creative ,01-Mar-18
206119,Alternative Creative ,01-Mar-18
43425,Alternative Creative ,01-Mar-18
88341,Alternative Creative ,01-Mar-18
779041,Alternative Creative ,01-Mar-18
288492,Alternative Creative ,01-Mar-18
8228,Alternative Creative ,01-Mar-18
727991,Alternative Creative ,01-Mar-18
406133,Alternative Creative ,01-Mar-18
339783,Alternative Creative ,01-Mar-18
601516,Alternative Creative ,01-Mar-18
6176,Alternative Creative ,01-Mar-18
513896,Alternative Creative ,01-Mar-18
111838,Alternative Creative ,01-Mar-18
230595,Alternative Creative ,01-Mar-18
671473,Alternative Creative ,01-Mar-18
405658,Alternative Creative ,01-Mar-18
281015,Alternative Creative ,01-Mar-18
103176,Alternative Creative ,01-Mar-18
661469,Alternative Creative ,01-Mar-18
535301,Alternative Creative ,01-Mar-18
618556,Alternative Creative ,01-Mar-18
595221,Alternative Creative ,01-Mar-18
707398,Alternative Creative ,01-Mar-18
953123,Alternative Creative ,01-Mar-18
964630,Alternative Creative ,01-Mar-18
557787,Alternative Creative ,01-Mar-18
474966,Alternative Creative ,01-Mar-18
921083,Alternative Creative ,01-Mar-18
400263,Alternative Creative ,01-Mar-18
818122,Alternative Creative ,01-Mar-18
537543,Alternative Creative ,01-Mar-18
80157,Alternative Creative ,01-Mar-18
966832,Alternative Creative ,01-Mar-18
440036,Alternative Creative ,01-Mar-18
509532,Alternative Creative ,01-Mar-18
784313,Alternative Creative ,01-Mar-18
453490,Alternative Creative ,01-Mar-18
82162,Alternative Creative ,01-Mar-18
687382,Alternative Creative ,01-Mar-18
795999,Alternative Creative ,01-Mar-18
576871,Alternative Creative ,01-Mar-18
81002,Alternative Creative ,01-Mar-18
644980,Alternative Creative ,01-Mar-18
956636,Alternative Creative ,01-Mar-18
658483,Alternative Creative ,01-Mar-18
197607,Alternative Creative ,01-Mar-18
853550,Alternative Creative ,01-Mar-18
956344,Alternative Creative ,01-Mar-18
817665,Alternative Creative ,01-Mar-18
642341,Alternative Creative ,01-Mar-18
876134,Alternative Creative ,01-Mar-18
809455,Alternative Creative ,01-Mar-18
826187,Alternative Creative ,01-Mar-18
154908,Alternative Creative ,01-Mar-18
295354,Alternative Creative ,01-Mar-18
691221,Alternative Creative ,01-Mar-18
64696,Alternative Creative ,01-Mar-18
307182,Alternative Creative ,01-Mar-18
428580,Alternative Creative ,01-Mar-18
726305,Alternative Creative ,01-Mar-18
310342,Alternative Creative ,01-Mar-18
228165,Alternative Creative ,01-Mar-18
483421,Alternative Creative ,01-Mar-18
431480,Alternative Creative ,01-Mar-18
196105,Alternative Creative ,01-Mar-18
211239,Alternative Creative ,01-Mar-18
81086,Alternative Creative ,01-Mar-18
333883,Alternative Creative ,01-Mar-18
964625,Alternative Creative ,01-Mar-18
125108,Alternative Creative ,01-Mar-18
285990,Alternative Creative ,01-Mar-18
65551,Alternative Creative ,01-Mar-18
589754,Alternative Creative ,01-Mar-18
176476,Alternative Creative ,01-Mar-18
17655,Alternative Creative ,01-Mar-18
828993,Alternative Creative ,01-Mar-18
18314,Alternative Creative ,01-Mar-18
508306,Alternative Creative ,01-Mar-18
139238,Alternative Creative ,01-Mar-18
816669,Alternative Creative ,01-Mar-18
724216,Alternative Creative ,01-Mar-18
183299,Alternative Creative ,01-Mar-18
666631,Alternative Creative ,01-Mar-18
214793,Alternative Creative ,01-Mar-18
9597,Alternative Creative ,01-Mar-18
299050,Alternative Creative ,01-Mar-18
470457,Alternative Creative ,01-Mar-18
166670,Alternative Creative ,01-Mar-18
156502,Alternative Creative ,01-Mar-18
941432,Alternative Creative ,01-Mar-18
968959,Alternative Creative ,01-Mar-18
211039,Alternative Creative ,01-Mar-18
779143,Alternative Creative ,01-Mar-18
689908,Alternative Creative ,01-Mar-18
474061,Alternative Creative ,01-Mar-18
899449,Alternative Creative ,01-Mar-18
854627,Alternative Creative ,01-Mar-18
193585,Alternative Creative ,01-Mar-18
264693,Alternative Creative ,01-Mar-18
105112,Alternative Creative ,01-Mar-18
971805,Alternative Creative ,01-Mar-18
381872,Alternative Creative ,01-Mar-18
941960,Alternative Creative ,01-Mar-18
362929,Alternative Creative ,01-Mar-18
550272,Alternative Creative ,01-Mar-18
755731,Alternative Creative ,01-Mar-18
715446,Alternative Creative ,01-Mar-18
77316,Alternative Creative ,01-Mar-18
936362,Alternative Creative ,01-Mar-18
792898,Alternative Creative ,01-Mar-18
748846,Alternative Creative ,01-Mar-18
656341,Alternative Creative ,01-Mar-18
928427,Alternative Creative ,01-Mar-18
876825,Alternative Creative ,01-Mar-18
85611,Alternative Creative ,01-Mar-18
839037,Alternative Creative ,01-Mar-18
454237,Alternative Creative ,01-Mar-18
866313,Alternative Creative ,01-Mar-18
750082,Alternative Creative ,01-Mar-18
286458,Alternative Creative ,01-Mar-18
639188,Alternative Creative ,01-Mar-18
985495,Alternative Creative ,01-Mar-18
16539,Alternative Creative ,01-Mar-18
715913,Alternative Creative ,01-Mar-18
45138,Alternative Creative ,01-Mar-18
966435,Alternative Creative ,01-Mar-18
189233,Alternative Creative ,01-Mar-18
612897,Alternative Creative ,01-Mar-18
661797,Alternative Creative ,01-Mar-18
889613,Alternative Creative ,01-Mar-18
286736,Alternative Creative ,01-Mar-18
784997,Alternative Creative ,01-Mar-18
147128,Alternative Creative ,01-Mar-18
692724,Alternative Creative ,01-Mar-18
987905,Alternative Creative ,01-Mar-18
30608,Alternative Creative ,01-Mar-18
538048,Alternative Creative ,01-Mar-18
303096,Alternative Creative ,01-Mar-18
475211,Alternative Creative ,01-Mar-18
872821,Alternative Creative ,01-Mar-18
686710,Alternative Creative ,01-Mar-18
40170,Alternative Creative ,01-Mar-18
434943,Alternative Creative ,01-Mar-18
932733,Alternative Creative ,01-Mar-18
719989,Alternative Creative ,01-Mar-18
676505,Alternative Creative ,01-Mar-18
907879,Alternative Creative ,01-Mar-18
296530,Alternative Creative ,01-Mar-18
534254,Alternative Creative ,01-Mar-18
410289,Alternative Creative ,01-Mar-18
495181,Alternative Creative ,01-Mar-18
656167,Alternative Creative ,01-Mar-18
84686,Alternative Creative ,01-Mar-18
935279,Alternative Creative ,01-Mar-18
325147,Alternative Creative ,01-Mar-18
359570,Alternative Creative ,01-Mar-18
893006,Alternative Creative ,01-Mar-18
924147,Alternative Creative ,01-Mar-18
923439,Alternative Creative ,01-Mar-18
116352,Alternative Creative ,01-Mar-18
194701,Alternative Creative ,01-Mar-18
987278,Alternative Creative ,01-Mar-18
277793,Alternative Creative ,01-Mar-18
270148,Alternative Creative ,01-Mar-18
97145,Alternative Creative ,01-Mar-18
720584,Alternative Creative ,01-Mar-18
268660,Alternative Creative ,01-Mar-18
515553,Alternative Creative ,01-Mar-18
979851,Alternative Creative ,01-Mar-18
834773,Alternative Creative ,01-Mar-18
629931,Alternative Creative ,01-Mar-18
534064,Alternative Creative ,01-Mar-18
570998,Alternative Creative ,01-Mar-18
787476,Alternative Creative ,01-Mar-18
